sessions,sides,dows,2024_now_events,2024_now_epd,2024_now_pnl,2024_now_avg,2024_now_wr,2026_events,2026_epd,2026_pnl,2026_avg,2026_wr,2026_apr_may_events,2026_apr_may_epd,2026_apr_may_pnl,2026_apr_may_avg,2026_apr_may_wr,score
"0,1,2","Long,Short","0,1,2,3,4",7624,12.749163879598662,-28327.583456508255,-3.7155802015357104,0.4370409233997901,832,9.043478260869565,-3178.690102052833,-3.8205409880442707,0.4639423076923077,233,8.03448275862069,-553.6666459682655,-2.376251699434616,0.4721030042918455,-7107.5864147446755
"0,1,2","Long,Short","0,1,2,3,4",7624,12.749163879598662,-28327.583456508255,-3.7155802015357104,0.4370409233997901,832,9.043478260869565,-3178.690102052833,-3.8205409880442707,0.4639423076923077,233,8.03448275862069,-553.6666459682655,-2.376251699434616,0.4721030042918455,-7107.5864147446755
"1,2","Long,Short","1,3,4",3129,7.7835820895522385,-13847.40794923446,-4.4255058962078815,0.4260147011824864,294,5.25,-1956.0076993537955,-6.653087412768012,0.445578231292517,85,5.0,-275.2347848916728,-3.2380562928432095,0.4823529411764706,-7314.431729496916
"0,1,2","Long,Short","0,1,2,3",6175,11.806883365200765,-22926.034493550447,-3.71271813660736,0.43708502024291496,671,8.283950617283951,-2882.935301716554,-4.296475859488158,0.46199701937406856,188,6.714285714285714,-615.4436026610392,-3.2736361843672297,0.4574468085106383,-7591.156727635806
1,"Long,Short","0,1,2,3",1920,4.35374149659864,-7897.084634630663,-4.1130649138701365,0.4239583333333333,210,3.1818181818181817,-1042.448842737204,-4.964042108272399,0.46190476190476193,59,3.1052631578947367,-414.3759515576078,-7.02332121284081,0.4576271186440678,-7657.69443063022
1,"Long,Short","0,1,3,4",1918,4.3690205011389525,-8855.527485288985,-4.617063339566728,0.41345151199165797,193,3.015625,-1346.9308279676777,-6.978916207086413,0.44041450777202074,49,2.7222222222222223,-319.77476166019346,-6.526015544085581,0.46938775510204084,-8579.058846043965
1,Long,"0,1,3,4",969,2.73728813559322,-4305.77024326195,-4.443519342891589,0.4262125902992776,92,2.0444444444444443,-711.1992112055959,-7.7304262087564775,0.40217391304347827,27,2.4545454545454546,-205.85140771499618,-7.624126211666526,0.4074074074074074,-8697.25253298959
"1,2","Long,Short","0,1,2,3,4,5,6",5410,9.092436974789916,-23185.645089226076,-4.285701495235874,0.4269870609981516,547,6.146067415730337,-3133.3505882405384,-5.728246047971734,0.4460694698354662,159,5.888888888888889,-586.2058879155285,-3.6868294837454623,0.4716981132075472,-8720.197185972429
"1,2","Long,Short","0,1,2,3",4351,8.367307692307692,-19129.147754287307,-4.396494542470077,0.4247299471385888,452,5.794871794871795,-2689.4291071520447,-5.950064396354081,0.4469026548672566,134,5.36,-589.0371174699541,-4.3957993841041345,0.4626865671641791,-8745.916673586084
"1,2","Long,Short","0,1,2,3,4",5304,8.929292929292929,-22862.9812823757,-4.310516833027092,0.4264705882352941,541,6.1477272727272725,-3160.9239419700953,-5.842742961127717,0.4436229205175601,155,5.961538461538462,-604.3124425526158,-3.8987899519523603,0.4645161290322581,-8938.159062339058
"1,2","Long,Short","0,1,2,3,4",5304,8.929292929292929,-22862.9812823757,-4.310516833027092,0.4264705882352941,541,6.1477272727272725,-3160.9239419700953,-5.842742961127717,0.4436229205175601,155,5.961538461538462,-604.3124425526158,-3.8987899519523603,0.4645161290322581,-8938.159062339058
"1,2",Long,"0,1,2,3",2064,4.308977035490606,-9890.79795775837,-4.7920532741077375,0.42974806201550386,206,2.9855072463768115,-2069.515843321733,-10.04619341418317,0.3932038834951456,67,3.0454545454545454,-223.0198092773809,-3.3286538698116552,0.47761194029850745,-9091.469199235216
"1,2",Long,"0,1,2,3,4,5,6",2595,4.592920353982301,-12568.91210849964,-4.843511409826451,0.42620423892100195,253,3.2435897435897436,-2448.2972851619897,-9.677064368229209,0.38735177865612647,79,3.4347826086956523,-232.71356856682274,-2.945741374263579,0.4810126582278481,-9108.770509258618
"1,2",Long,"0,1,2,3,4",2531,4.48758865248227,-12385.406820699936,-4.893483532477257,0.42394310549190045,251,3.217948717948718,-2406.478010383162,-9.587561794355228,0.38645418326693226,78,3.391304347826087,-252.60216084938185,-3.2384892416587414,0.47435897435897434,-9198.40676966422
"1,2",Long,"0,1,2,3,4",2531,4.48758865248227,-12385.406820699936,-4.893483532477257,0.42394310549190045,251,3.217948717948718,-2406.478010383162,-9.587561794355228,0.38645418326693226,78,3.391304347826087,-252.60216084938185,-3.2384892416587414,0.47435897435897434,-9198.40676966422
1,"Long,Short","0,1,2,3,4,5,6",2405,4.380692167577413,-10340.997748379985,-4.299791163567561,0.4207900207900208,256,3.1219512195121952,-1483.6906329741048,-5.795666535055097,0.44921875,72,3.0,-609.8584789181563,-8.470256651641058,0.4305555555555556,-9531.439944699418
1,"Long,Short","0,1,2,3,4",2405,4.380692167577413,-10340.997748379985,-4.299791163567561,0.4207900207900208,256,3.1219512195121952,-1483.6906329741048,-5.795666535055097,0.44921875,72,3.0,-609.8584789181563,-8.470256651641058,0.4305555555555556,-9531.439944699418
1,"Long,Short","0,1,2,3,4",2405,4.380692167577413,-10340.997748379985,-4.299791163567561,0.4207900207900208,256,3.1219512195121952,-1483.6906329741048,-5.795666535055097,0.44921875,72,3.0,-609.8584789181563,-8.470256651641058,0.4305555555555556,-9531.439944699418
1,Long,"0,1,2,3",936,2.659090909090909,-4250.007175915493,-4.540605957174671,0.42414529914529914,96,2.1333333333333333,-854.0998700126449,-8.896873645965051,0.3958333333333333,33,2.5384615384615383,-301.4449844172831,-9.134696497493426,0.3939393939393939,-10322.052418367808
1,"Long,Short","1,3,4",1426,4.36085626911315,-6565.195293506656,-4.603923768237486,0.42426367461430575,141,2.9375,-1165.4842904112993,-8.265846031285811,0.425531914893617,40,2.6666666666666665,-386.1962546498758,-9.654906366246895,0.425,-10705.154871152467
1,Long,"1,3,4",736,2.756554307116105,-3345.200799122116,-4.545109781415919,0.43342391304347827,68,1.9428571428571428,-600.1397067009077,-8.825583922072171,0.36764705882352944,22,2.2,-253.6003956310882,-11.527290710504008,0.36363636363636365,-11156.97761643563
1,Long,"0,1,2,3,4,5,6",1197,2.739130434782609,-5725.693586582513,-4.78336974651839,0.41687552213868,123,2.1578947368421053,-1104.6443114383599,-8.98084806047447,0.37398373983739835,41,2.5625,-433.1946731492825,-10.565723735348353,0.36585365853658536,-11527.722219073694
1,Long,"0,1,2,3,4",1197,2.739130434782609,-5725.693586582513,-4.78336974651839,0.41687552213868,123,2.1578947368421053,-1104.6443114383599,-8.98084806047447,0.37398373983739835,41,2.5625,-433.1946731492825,-10.565723735348353,0.36585365853658536,-11527.722219073694
1,Long,"0,1,2,3,4",1197,2.739130434782609,-5725.693586582513,-4.78336974651839,0.41687552213868,123,2.1578947368421053,-1104.6443114383599,-8.98084806047447,0.37398373983739835,41,2.5625,-433.1946731492825,-10.565723735348353,0.36585365853658536,-11527.722219073694
