test_year,target,rr,n_events,n_trades,wr_rev_base,wr_cont_base,exp_rev_base_r,exp_cont_base_r,wr_policy,expectancy_policy_r
2023,y_1r2_close60m,2.0,3042,515,0.3492779783393502,0.3316787003610108,0.047833935018050666,-0.0049638989169674685,0.7242718446601941,1.1728155339805824
2023,y_1r4_close60m,4.0,3042,554,0.21209386281588447,0.1818592057761733,0.060469314079422354,-0.09070397111913353,0.4602888086642599,1.3014440433212995
2024,y_1r2_60m,2.0,3161,429,0.3468057366362451,0.3268144285093438,0.04041720990873532,-0.019556714471968717,0.662004662004662,0.986013986013986
2024,y_1r4_60m,4.0,3161,487,0.171664493698392,0.1807909604519774,-0.14167753150803997,-0.096045197740113,0.4127310061601643,1.0636550308008215
2024,y_1r2_120m,2.0,3161,417,0.3489787049109083,0.3294219904389396,0.046936114732724965,-0.011734028683181186,0.6330935251798561,0.8992805755395682
2024,y_1r4_120m,4.0,3161,460,0.19600173837461973,0.19035202086049544,-0.019991308126901308,-0.04823989569752285,0.45,1.25
2024,y_1r2_180m,2.0,3161,424,0.35289004780530203,0.3294219904389396,0.05867014341590615,-0.011734028683181186,0.6438679245283019,0.9316037735849056
2024,y_1r4_180m,4.0,3161,458,0.2038244241634072,0.19426336375488917,0.019122120817036015,-0.028683181225554133,0.48034934497816595,1.4017467248908297
2024,y_1r2_240m,2.0,3161,436,0.35289004780530203,0.3294219904389396,0.05867014341590615,-0.011734028683181186,0.6284403669724771,0.8853211009174312
2024,y_1r4_240m,4.0,3161,440,0.20860495436766624,0.19556714471968709,0.0430247718383312,-0.022164276401564598,0.4431818181818182,1.2159090909090908
2024,y_1r2_close60m,2.0,3089,419,0.34966887417218545,0.32538631346578367,0.0490066225165563,-0.02384105960264893,0.6229116945107399,0.8687350835322197
2024,y_1r4_close60m,4.0,3089,479,0.18498896247240618,0.1827814569536424,-0.07505518763796915,-0.08609271523178808,0.4154488517745303,1.0772442588726514
2025,y_1r2_60m,2.0,3155,458,0.31126698816308634,0.3564226216571679,-0.06619903551074102,0.06926786497150383,0.6441048034934498,0.9323144104803494
2025,y_1r4_60m,4.0,3155,490,0.13678211310828584,0.1823761508110478,-0.31608943445857085,-0.08811924594476106,0.373469387755102,0.8673469387755102
2025,y_1r2_120m,2.0,3155,436,0.3156510302498904,0.36212187637001314,-0.053046909250328844,0.08636562911003942,0.6605504587155964,0.9816513761467891
2025,y_1r4_120m,4.0,3155,458,0.16527838667251205,0.20561157387110915,-0.17360806663743977,0.028057869355545773,0.4344978165938865,1.1724890829694323
2025,y_1r2_180m,2.0,3155,427,0.3165278386672512,0.36212187637001314,-0.050416483998246386,0.08636562911003942,0.6440281030444965,0.9320843091334896
2025,y_1r4_180m,4.0,3155,472,0.17229285401139852,0.21437965804471723,-0.13853572994300745,0.07189829022358618,0.4322033898305085,1.1610169491525424
2025,y_1r2_240m,2.0,3155,456,0.3165278386672512,0.36256028057869355,-0.050416483998246386,0.0876808417360807,0.6271929824561403,0.8815789473684209
2025,y_1r4_240m,4.0,3155,395,0.17448487505480054,0.21613327487943884,-0.12757562472599737,0.08066637439719426,0.43037974683544306,1.1518987341772153
2025,y_1r2_close60m,2.0,3116,451,0.31244444444444447,0.35644444444444445,-0.06266666666666654,0.06933333333333336,0.6053215077605322,0.8159645232815965
2025,y_1r4_close60m,4.0,3116,416,0.1448888888888889,0.18488888888888888,-0.27555555555555555,-0.0755555555555556,0.3870192307692308,0.935096153846154
2026,y_1r2_60m,2.0,1023,130,0.3385049365303244,0.306064880112835,0.015514809590973067,-0.08180535966149505,0.49230769230769234,0.476923076923077
2026,y_1r4_60m,4.0,1023,110,0.1622002820874471,0.15655853314527504,-0.1889985895627645,-0.21720733427362482,0.36363636363636365,0.8181818181818182
2026,y_1r2_120m,2.0,1023,123,0.3427362482369535,0.31029619181946405,0.028208744710860434,-0.0691114245416079,0.5609756097560976,0.6829268292682928
2026,y_1r4_120m,4.0,1023,129,0.18758815232722145,0.17489421720733428,-0.06205923836389271,-0.12552891396332866,0.40310077519379844,1.0155038759689923
2026,y_1r2_180m,2.0,1023,112,0.3427362482369535,0.31170662905500707,0.028208744710860434,-0.06488011283497885,0.5625,0.6875
2026,y_1r4_180m,4.0,1023,130,0.19040902679830748,0.1777150916784203,-0.04795486600846255,-0.1114245416078985,0.4076923076923077,1.0384615384615383
2026,y_1r2_240m,2.0,1023,110,0.3427362482369535,0.31170662905500707,0.028208744710860434,-0.06488011283497885,0.5818181818181818,0.7454545454545454
2026,y_1r4_240m,4.0,1023,123,0.19746121297602257,0.18053596614950634,-0.012693935119887145,-0.09732016925246834,0.44715447154471544,1.2357723577235773
2026,y_1r2_close60m,2.0,1010,118,0.33618233618233617,0.3076923076923077,0.008547008547008517,-0.07692307692307687,0.559322033898305,0.6779661016949151
2026,y_1r4_close60m,4.0,1010,107,0.17236467236467237,0.16524216524216523,-0.13817663817663817,-0.1737891737891739,0.411214953271028,1.0560747663551402
