feature_set,valid_score,valid_trades,valid_pnl,valid_max_dd,oot_trades,oot_pnl,oot_max_dd,oot_win_rate,thresholds,params
vwap_no_side_flag,1.245186,59,1498.32,-1202.29,21,4990.96,-900.74,0.5238,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
baseline_only,1.224548,35,845.44,-689.41,10,2205.34,-797.43,0.4,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 80, ""num_leaves"": 31}"
vwap_distance_deviation,1.220932,100,1771.56,-1449.99,34,4110.4,-2563.69,0.4118,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 7}"
vwap_full,1.181364,72,1317.02,-1113.83,23,5115.59,-1449.51,0.5217,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 20, ""num_leaves"": 7}"
vwap_no_side_flag,1.172987,33,1142.02,-972.6,12,4376.02,-1185.81,0.5,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 31}"
vwap_full,1.159931,40,656.73,-565.18,14,6451.99,-434.22,0.7143,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 20, ""num_leaves"": 15}"
vwap_distance_deviation,1.152198,67,1109.29,-961.76,21,5734.96,-434.22,0.5714,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 80, ""num_leaves"": 15}"
vwap_distance_deviation,1.152074,26,570.53,-494.22,6,930.76,-1095.19,0.3333,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 80, ""num_leaves"": 31}"
vwap_full,1.137884,102,1296.3,-1138.22,27,5319.18,-1363.54,0.5185,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 7}"
vwap_no_side_flag,1.135141,96,1502.37,-1322.51,29,5793.68,-1461.26,0.5172,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 7}"
vwap_slope_deviation,1.115648,58,1047.37,-937.8,17,5998.04,-477.93,0.6471,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 40, ""num_leaves"": 7}"
vwap_no_side_flag,1.09943,102,1714.22,-1558.19,29,5453.62,-1407.54,0.4483,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 7}"
vwap_no_side_flag,1.098631,30,1045.93,-951.03,10,5319.89,-305.8,0.9,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 7}"
vwap_full,1.076382,67,1330.44,-1235.03,25,3777.98,-1805.66,0.44,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 15}"
vwap_full,1.067587,23,777.78,-727.54,6,1392.03,-232.88,0.8333,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 20, ""num_leaves"": 7}"
vwap_slope_deviation,1.020364,56,933.5,-913.87,18,3286.04,-821.79,0.5556,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 20, ""num_leaves"": 7}"
vwap_slope_deviation,1.009216,113,1784.89,-1767.59,40,4811.89,-1799.4,0.425,"{""0"": 0.55, ""1"": 0.55, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 15}"
baseline_only,0.94119,30,594.23,-630.36,11,3445.78,-434.22,0.5455,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 80, ""num_leaves"": 7}"
vwap_no_side_flag,0.929494,54,688.29,-739.5,20,4505.91,-1551.73,0.5,"{""0"": 0.5, ""1"": 0.5, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 15}"
vwap_distance_deviation,0.903792,80,865.95,-957.13,29,4725.11,-1038.48,0.4483,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 40, ""num_leaves"": 31}"
baseline_only,0.792505,28,643.53,-811.02,11,2275.92,-461.4,0.3636,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 15}"
vwap_slope_deviation,0.72554,187,2117.78,-2917.9,61,5325.87,-1620.49,0.3934,"{""0"": 0.5, ""1"": 0.5, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 31}"
baseline_only,0.711764,65,805.19,-1130.26,23,3940.33,-873.55,0.4348,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 7}"
baseline_only,0.629858,64,761.63,-1208.21,23,4323.9,-873.55,0.3913,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 31}"
vwap_full,0.477968,62,617.31,-1290.53,20,5360.83,-877.83,0.5,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
baseline_only,0.456546,23,223.0,-487.45,10,1959.34,-487.71,0.4,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
baseline_only,0.34872,20,279.75,-801.22,9,3515.9,-364.45,0.5556,"{""0"": 0.5, ""1"": 0.5, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 31}"
baseline_only,0.269161,87,478.42,-1776.45,30,5866.42,-706.46,0.4333,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 15}"
baseline_only,0.244198,60,287.25,-1175.3,25,4157.25,-1025.4,0.44,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 7}"
baseline_only,0.182268,20,109.78,-601.3,8,2464.94,-630.34,0.5,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 40, ""num_leaves"": 31}"
baseline_only,0.163141,20,87.54,-535.59,9,2341.68,-753.6,0.4444,"{""0"": 0.5, ""1"": 0.45, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 31}"
baseline_only,0.002417,24,2.11,-871.97,10,2240.94,-474.02,0.5,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 40, ""num_leaves"": 7}"
baseline_only,-0.005366,29,-4.35,-809.63,11,3080.55,-531.54,0.4545,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 20, ""num_leaves"": 15}"
baseline_only,-0.006262,25,-4.32,-688.86,10,2902.91,-727.29,0.5,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 20, ""num_leaves"": 31}"
baseline_only,-0.009459,49,-11.36,-1200.02,14,4467.24,-531.54,0.5714,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 80, ""num_leaves"": 7}"
baseline_only,-0.146486,35,-125.38,-854.92,18,3246.61,-1712.47,0.4444,"{""0"": 0.5, ""1"": 0.45, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 15}"
baseline_only,-0.147457,51,-186.76,-1265.54,21,4499.38,-706.46,0.4286,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 15}"
baseline_only,-0.166268,34,-150.11,-901.82,12,3212.4,-609.5,0.5833,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 15}"
baseline_only,-0.200879,23,-170.1,-845.78,7,1299.9,-630.34,0.4286,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 20, ""num_leaves"": 15}"
baseline_only,-0.207862,50,-239.81,-1152.7,19,5818.78,-531.54,0.5789,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 80, ""num_leaves"": 7}"
baseline_only,-0.272758,46,-257.65,-943.61,16,5431.49,-531.54,0.625,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 20, ""num_leaves"": 7}"
baseline_only,-0.318804,20,-235.0,-736.13,10,2240.94,-474.02,0.5,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 40, ""num_leaves"": 7}"
baseline_only,-0.334316,69,-364.01,-1087.82,27,4536.57,-1860.57,0.4815,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 7}"
baseline_only,-0.405594,55,-464.15,-1143.37,23,5424.37,-776.6,0.4783,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 7}"
baseline_only,-0.589713,80,-1214.52,-2058.51,27,3697.56,-873.55,0.3704,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 80, ""num_leaves"": 15}"
baseline_only,-0.603838,69,-839.16,-1388.71,23,5551.0,-873.55,0.4783,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
baseline_only,-0.618469,41,-935.83,-1512.14,14,3155.21,-594.58,0.4286,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
baseline_only,-0.619525,57,-850.41,-1371.68,20,4575.24,-1148.66,0.5,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
baseline_only,-0.632308,46,-684.84,-1082.08,16,4065.08,-877.3,0.5,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 31}"
baseline_only,-0.687533,54,-963.53,-1400.43,21,5485.19,-776.6,0.5238,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 80, ""num_leaves"": 7}"
baseline_only,-0.744026,29,-937.45,-1258.97,14,3121.3,-628.5,0.4286,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
baseline_only,-0.783951,59,-849.56,-1082.69,26,4744.0,-903.61,0.5,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 7}"
baseline_only,-0.794482,29,-708.13,-890.31,9,921.09,-1005.57,0.3333,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 20, ""num_leaves"": 15}"
baseline_only,-0.857186,20,-857.46,-999.32,11,3785.53,-364.45,0.6364,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 20, ""num_leaves"": 7}"
baseline_only,-0.90934,51,-1149.86,-1263.5,16,4622.71,-654.8,0.5625,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 20, ""num_leaves"": 7}"
baseline_only,-0.958721,52,-1450.41,-1511.86,17,5308.23,-654.8,0.5882,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 40, ""num_leaves"": 7}"
baseline_only,-999999.0,10,510.96,-223.49,6,581.61,-487.71,0.3333,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 40, ""num_leaves"": 7}"
baseline_only,-999999.0,14,355.86,-465.76,6,581.61,-487.71,0.3333,"{""0"": 0.5, ""1"": 0.4, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 20, ""num_leaves"": 15}"
baseline_only,-999999.0,13,478.2,-223.49,4,1803.4,-123.26,0.5,"{""0"": 0.55, ""1"": 0.45, ""2"": 0.5}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
baseline_only,-999999.0,15,967.5,-223.49,7,2730.83,-364.45,0.5714,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 80, ""num_leaves"": 15}"
baseline_only,-999999.0,19,446.03,-396.18,5,1588.64,-364.45,0.6,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 80, ""num_leaves"": 15}"
baseline_only,-999999.0,17,494.11,-171.88,5,-487.51,-487.71,0.2,"{""0"": 0.5, ""1"": 0.4, ""2"": 0.5}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 20, ""num_leaves"": 31}"
baseline_only,-999999.0,14,402.56,-312.92,7,1442.53,-487.71,0.4286,"{""0"": 0.5, ""1"": 0.45, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 20, ""num_leaves"": 31}"
baseline_only,-999999.0,14,364.16,-312.92,7,1442.53,-487.71,0.4286,"{""0"": 0.5, ""1"": 0.45, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 40, ""num_leaves"": 31}"
baseline_only,-999999.0,13,-351.25,-595.83,3,978.31,-123.26,0.6667,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 80, ""num_leaves"": 31}"
baseline_only,-999999.0,11,-409.82,-935.31,5,2581.29,0.0,1.0,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 20, ""num_leaves"": 7}"
baseline_only,-999999.0,19,228.15,-614.51,8,1230.82,-695.85,0.375,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 40, ""num_leaves"": 7}"
baseline_only,-999999.0,19,1769.59,-223.49,5,2056.3,-131.57,0.8,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 80, ""num_leaves"": 7}"
baseline_only,-999999.0,18,-115.12,-738.24,11,2281.27,-814.01,0.4545,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 20, ""num_leaves"": 15}"
baseline_only,-999999.0,12,174.52,-307.1,9,2082.6,-474.02,0.4444,"{""0"": 0.5, ""1"": 0.5, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
baseline_only,-999999.0,10,304.31,-223.49,5,2825.81,-265.89,0.6,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
baseline_only,-999999.0,13,717.59,-234.01,7,1299.9,-630.34,0.4286,"{""0"": 0.55, ""1"": 0.55, ""2"": 0.5}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 20, ""num_leaves"": 31}"
baseline_only,-999999.0,19,623.37,-298.42,11,2077.63,-1017.65,0.3636,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 20, ""num_leaves"": 31}"
baseline_only,-999999.0,11,345.57,-138.96,3,797.78,-123.26,0.6667,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.5}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 20, ""num_leaves"": 31}"
baseline_only,-999999.0,13,412.03,-223.49,9,2623.28,-472.0,0.5556,"{""0"": 0.5, ""1"": 0.5, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 40, ""num_leaves"": 31}"
baseline_only,-999999.0,11,723.34,-223.49,7,1409.52,-520.72,0.4286,"{""0"": 0.55, ""1"": 0.5, ""2"": 0.5}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 40, ""num_leaves"": 31}"
baseline_only,-999999.0,17,187.51,-487.45,8,2464.94,-630.34,0.5,"{""0"": 0.5, ""1"": 0.5, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 40, ""num_leaves"": 31}"
baseline_only,-999999.0,14,646.86,-296.75,7,2730.83,-364.45,0.5714,"{""0"": 0.5, ""1"": 0.45, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 80, ""num_leaves"": 31}"
baseline_only,-999999.0,12,418.66,-223.49,4,2100.68,-182.78,0.5,"{""0"": 0.5, ""1"": 0.4, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 7}"
baseline_only,-999999.0,12,465.45,-192.24,2,-182.78,-182.78,0.0,"{""0"": 0.5, ""1"": 0.4, ""2"": 0.5}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 7}"
baseline_only,-999999.0,17,-70.9,-586.01,7,729.43,-474.02,0.4286,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 15}"
baseline_only,-999999.0,16,-105.84,-487.45,9,2664.9,-265.89,0.5556,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
baseline_only,-999999.0,12,-83.89,-881.0,1,860.92,0.0,1.0,"{""0"": 0.55, ""1"": 0.5, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 31}"
baseline_only,-999999.0,10,266.59,-277.79,2,-182.78,-182.78,0.0,"{""0"": 0.5, ""1"": 0.4, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 31}"
baseline_only,-999999.0,13,234.91,-223.49,6,1395.52,-531.14,0.3333,"{""0"": 0.5, ""1"": 0.4, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 31}"
