event_idx,date,session,feature,batch,live,delta
5,2026-01-29,london,atr14_zscore_20d,6.242042556851059,6.242042556851059,0.0
5,2026-01-29,london,breakout_strength_atr_ratio,0.44421249628067017,0.4442124826746975,-1.3605972681851597e-08
5,2026-01-29,london,breakout_strength_percentile_20d,0.8947368421052632,0.8947368421052632,0.0
5,2026-01-29,london,breakout_strength_sq,7.840000152587891,7.840000000001019,-1.5258687202646115e-07
5,2026-01-29,london,breakout_strength_vs_orb,0.072727270424366,0.07272727270838725,2.2840212499097845e-09
5,2026-01-29,london,breakout_strength_zscore_10d,0.7668089271940591,0.7668089271940591,0.0
5,2026-01-29,london,day_of_week,3.0,3.0,0.0
5,2026-01-29,london,ema_slope_1h,1.0,0.0,-1.0
5,2026-01-29,london,int_adx_x_orb_range,145.2689208984375,145.26892533164147,4.433203969256283e-06
5,2026-01-29,london,int_atr14_x_adx,149.91549682617188,149.91550066911498,3.842943101517449e-06
5,2026-01-29,london,int_breakout_strength_x_range,107.80000305175781,107.800000000007,-3.0517508093907963e-06
5,2026-01-29,london,int_breakout_strength_x_session,179.1999969482422,179.20000000001164,3.0517694540321827e-06
5,2026-01-29,london,int_vwap_distance_x_atr14,2.4006118774414062,2.4006119145810367,3.7139630482130315e-08
5,2026-01-29,london,mac_dxy_trend,-1.0,-1.0,0.0
5,2026-01-29,london,mac_oil_volatility,0.03496280685067177,0.034962808360734954,1.510063185605759e-09
5,2026-01-29,london,mac_spx_regime,1.0,1.0,0.0
5,2026-01-29,london,mac_us10y_change,0.023999691009521484,-0.023999691009521484,-0.04799938201904297
5,2026-01-29,london,orb_range_atr_ratio,6.107921600341797,6.107921636776694,3.643489687732426e-08
5,2026-01-29,london,orb_range_percentile_20d,1.0,1.0,0.0
5,2026-01-29,london,orb_range_sq,1482.25,1482.25,0.0
5,2026-01-29,london,pre_bo_bullish_ratio,0.5,0.5,0.0
5,2026-01-29,london,pre_bo_compression_ratio,1.0701298713684082,1.0701298701298654,-1.238542823855937e-09
5,2026-01-29,london,pre_bo_drift_atr,3.648888349533081,3.648888256330784,-9.320229699127935e-08
5,2026-01-29,london,pre_bo_inside_bar_flag,0.0,0.0,0.0
5,2026-01-29,london,pre_bo_last_candle_range_ratio,5.029119968414307,5.029119901116747,-6.729755952505911e-08
5,2026-01-29,london,price_vs_vwap_pct,-0.3808506429195404,-0.38085063578793493,7.131605472832092e-09
5,2026-01-29,london,price_vs_vwap_pct_abs,0.3808506429195404,0.38085063578793493,-7.131605472832092e-09
5,2026-01-29,london,sm_first_30m_direction,-3.2046756744384766,-3.2046757729513553,-9.851287874340642e-08
5,2026-01-29,london,sm_first_30m_range,6.107921600341797,6.107921646466747,4.612495008160522e-08
5,2026-01-29,london,sm_pre_breakout_volume_ratio,0.7020676136016846,0.7020676250795885,1.1477903960610547e-08
5,2026-01-29,london,sm_pre_breakout_volume_z,-0.7034717798233032,-0.7034450445839928,2.673523931040478e-05
5,2026-01-29,london,time_in_session_min,64.0,64.0,0.0
5,2026-01-29,london,vwap_at_breakout,5584.16748046875,5584.1673368057245,-0.00014366302548296517
6,2026-01-29,us,breakout_strength,4.300000000000182,4.300000000000182,0.0
6,2026-01-29,us,atr14_at_entry,6.961073805025226,6.961073805025226,0.0
6,2026-01-29,us,breakout_side,1.0,1.0,0.0
6,2026-01-29,us,adx_14_15m,25.948219299316406,25.94822009200209,7.926856824269635e-07
6,2026-01-29,us,adx_50_flag,0.0,0.0,0.0
6,2026-01-29,us,atr14_percentile_20d,1.0,1.0,0.0
6,2026-01-29,us,atr14_sq,48.456546783447266,48.45654851900838,1.7355611134917126e-06
6,2026-01-29,us,atr14_zscore_20d,4.554950145074249,4.554950145074249,0.0
6,2026-01-29,us,breakout_strength_atr_ratio,0.6177207827568054,0.6177207876633612,4.90655582829902e-09
6,2026-01-29,us,breakout_strength_percentile_20d,0.85,0.85,0.0
6,2026-01-29,us,breakout_strength_sq,18.489999771118164,18.490000000001565,2.2888340112103833e-07
6,2026-01-29,us,breakout_strength_vs_orb,0.1360759437084198,0.1360759493240347,5.615614889764586e-09
6,2026-01-29,us,breakout_strength_zscore_10d,2.261331840180891,2.261331840180891,0.0
6,2026-01-29,us,day_of_week,3.0,3.0,0.0
6,2026-01-29,us,ema_slope_1h,1.0,1.0,0.0
6,2026-01-29,us,int_adx_x_orb_range,117.79270935058594,117.79271082248687,1.471900930027914e-06
6,2026-01-29,us,int_atr14_x_adx,180.62747192382812,180.627475169465,3.2456368614930398e-06
6,2026-01-29,us,int_breakout_strength_x_range,135.8800048828125,135.8800000000034,-4.882809093942342e-06
6,2026-01-29,us,int_breakout_strength_x_session,163.39999389648438,163.4000000000069,6.1035225371597335e-06
6,2026-01-29,us,int_vwap_distance_x_atr14,2.287203788757324,2.2872038172216795,2.846435531722591e-08
6,2026-01-29,us,mac_dxy_trend,-1.0,-1.0,0.0
6,2026-01-29,us,mac_oil_volatility,0.03496280685067177,0.034962808360734954,1.510063185605759e-09
6,2026-01-29,us,mac_spx_regime,1.0,1.0,0.0
6,2026-01-29,us,mac_us10y_change,0.023999691009521484,-0.023999691009521484,-0.04799938201904297
6,2026-01-29,us,orb_range_atr_ratio,4.539529323577881,4.53952950933978,1.857618991962795e-07
6,2026-01-29,us,orb_range_percentile_20d,0.95,0.95,0.0
6,2026-01-29,us,orb_range_sq,998.5599975585938,998.5599999999655,2.4413717483184882e-06
6,2026-01-29,us,pre_bo_bullish_ratio,0.75,0.75,0.0
6,2026-01-29,us,pre_bo_compression_ratio,1.306962013244629,1.3069620253164553,1.2071826427373367e-08
6,2026-01-29,us,pre_bo_drift_atr,2.0542807579040527,2.0542807619245407,4.020487942568707e-09
6,2026-01-29,us,pre_bo_inside_bar_flag,0.0,0.0,0.0
6,2026-01-29,us,pre_bo_last_candle_range_ratio,4.280948638916016,4.280948720653779,8.173776322450976e-08
6,2026-01-29,us,price_vs_vwap_pct,0.32857054471969604,0.32857054547683984,7.571437921072288e-10
6,2026-01-29,us,price_vs_vwap_pct_abs,0.32857054471969604,0.32857054547683984,7.571437921072288e-10
6,2026-01-29,us,sm_first_30m_direction,-1.0917855501174927,-1.0917855797641298,-2.9646637145219756e-08
6,2026-01-29,us,sm_first_30m_range,4.539529323577881,4.539529515861086,1.9228320535802368e-07
6,2026-01-29,us,sm_pre_breakout_volume_ratio,0.8947927355766296,0.8947927434883957,7.911766020107791e-09
6,2026-01-29,us,sm_pre_breakout_volume_z,-0.36917778849601746,-0.3691628116345099,1.4976861507531858e-05
6,2026-01-29,us,time_in_session_min,38.0,38.0,0.0
6,2026-01-29,us,vwap_at_breakout,5546.77490234375,5546.774931351652,2.9007902412558906e-05
7,2026-01-29,us,breakout_strength,4.300000000000182,4.300000000000182,0.0
7,2026-01-29,us,atr14_at_entry,6.961073805025226,6.961073805025226,0.0
7,2026-01-29,us,breakout_side,1.0,1.0,0.0
7,2026-01-29,us,adx_14_15m,25.948219299316406,25.94822009200209,7.926856824269635e-07
7,2026-01-29,us,adx_50_flag,0.0,0.0,0.0
7,2026-01-29,us,atr14_percentile_20d,1.0,1.0,0.0
7,2026-01-29,us,atr14_sq,48.456546783447266,48.45654851900838,1.7355611134917126e-06
7,2026-01-29,us,atr14_zscore_20d,4.463635600219694,4.463635600219694,0.0
7,2026-01-29,us,breakout_strength_atr_ratio,0.6177207827568054,0.6177207876633612,4.90655582829902e-09
7,2026-01-29,us,breakout_strength_percentile_20d,0.95,0.95,0.0
7,2026-01-29,us,breakout_strength_sq,18.489999771118164,18.490000000001565,2.2888340112103833e-07
7,2026-01-29,us,breakout_strength_vs_orb,0.1360759437084198,0.1360759493240347,5.615614889764586e-09
7,2026-01-29,us,breakout_strength_zscore_10d,6.602933144795535,6.602933144795535,0.0
7,2026-01-29,us,day_of_week,3.0,3.0,0.0
7,2026-01-29,us,ema_slope_1h,1.0,1.0,0.0
7,2026-01-29,us,int_adx_x_orb_range,117.79270935058594,117.79271082248687,1.471900930027914e-06
7,2026-01-29,us,int_atr14_x_adx,180.62747192382812,180.627475169465,3.2456368614930398e-06
7,2026-01-29,us,int_breakout_strength_x_range,135.8800048828125,135.8800000000034,-4.882809093942342e-06
7,2026-01-29,us,int_breakout_strength_x_session,163.39999389648438,163.4000000000069,6.1035225371597335e-06
7,2026-01-29,us,int_vwap_distance_x_atr14,2.287203788757324,2.2872038172216795,2.846435531722591e-08
7,2026-01-29,us,mac_dxy_trend,-1.0,-1.0,0.0
7,2026-01-29,us,mac_oil_volatility,0.03496280685067177,0.034962808360734954,1.510063185605759e-09
7,2026-01-29,us,mac_spx_regime,1.0,1.0,0.0
